Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2016-5-2,"Apples, raw, with skin","1.00 medium (3"" dia)",94.64,,,155.72,0.03,,0.05,0.17,0.11,0.07,5.46,98.28,8.37,,0.33,4.00,10.92,0.05,0.22,9.10,0.06,20.02,194.74,,1.82,0.07,25.13,4.37,0.09,18.91,0.31,,0.01,0.02,0.08,0.09,0.05,,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.47,0.01,0.00,0.00,0.02
2016-5-2,"White rice, uncooked","0.81 cup",547.50,0.00,0.00,17.43,0.86,0.00,0.07,6.29,1.52,0.25,346.50,0.00,0.00,0.00,0.17,0.15,42.00,0.33,6.46,37.50,1.63,172.50,172.50,22.65,7.50,1.64,119.93,1.95,0.00,0.18,0.99,0.00,0.31,0.05,0.22,0.27,0.27,0.00,0.22,0.25,0.46,0.88,0.39,0.25,0.57,10.70,0.38,0.12,0.36,0.65
2016-5-2,"Kidney beans, canned, drained","1.13 cup, whole pieces",248.00,0.00,0.00,136.22,0.13,0.00,0.03,0.92,0.41,0.23,56.00,0.00,0.40,0.00,0.06,15.80,114.00,0.54,3.00,60.00,0.77,242.00,554.00,3.20,462.00,1.50,42.98,11.00,24.38,7.60,2.10,0.00,0.06,0.15,0.24,0.39,0.36,0.00,0.15,0.44,0.75,1.35,1.12,0.21,0.94,15.96,0.59,0.19,0.38,0.92
2016-5-2,"Kafa","1.00 full recipe",61.08,0.00,113.11,355.26,0.00,0.00,0.01,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,15.87,0.04,0.16,15.33,0.06,10.91,127.51,0.53,15.68,0.05,15.21,0.73,0.15,12.49,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.44,0.00,0.00,0.01,0.01
2016-5-2,"Bananas, raw","3.00 medium (7"" to 7-7/8"" long)",315.06,,,265.18,0.11,,0.26,2.35,1.18,1.30,70.80,226.56,30.80,,0.35,1.77,17.70,0.28,0.92,95.58,0.96,77.88,1267.32,3.54,3.54,0.53,80.85,9.20,19.05,43.29,1.17,,0.11,0.10,0.16,0.26,0.40,,0.03,0.27,0.10,0.24,0.18,0.03,0.17,3.86,0.10,0.03,0.03,0.17
2016-5-2,"Burek","250.00 g",750.00,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,12.00,,,,,,,,,,,,,,,8.00,,,,
2016-5-2,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-5-3,"Croissant, cheese","1.00 large",332.02,0.08,0.00,40.33,0.34,0.24,0.29,2.33,0.43,0.04,60.50,610.60,0.13,27.28,0.59,1.68,46.91,0.06,1.76,12.39,0.25,89.03,96.91,15.22,92.37,0.50,33.49,1.20,26.20,5.86,18.93,71.22,4.98,0.10,0.81,0.90,11.59,0.72,0.11,0.17,0.31,0.57,0.33,0.15,0.36,7.00,0.25,0.09,0.28,0.36
2016-5-5,"Croissant, cheese","2.00 large",664.05,0.17,0.00,80.65,0.69,0.48,0.58,4.65,0.86,0.08,120.99,1221.19,0.25,54.57,1.18,3.36,93.82,0.12,3.52,24.78,0.51,178.06,193.83,30.44,184.75,1.00,66.98,2.41,52.40,11.72,37.86,142.45,9.96,0.19,1.61,1.81,23.17,1.44,0.22,0.33,0.62,1.14,0.67,0.31,0.72,13.99,0.50,0.17,0.55,0.72
2016-5-5,"Fanta, fruit flavors","1.00 can - each 12 fl oz",177.41,0.00,0.00,323.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,18.48,0.06,0.22,3.70,0.05,3.70,7.39,0.00,44.35,0.37,45.46,0.00,0.00,44.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-5-5,"Coke","1.00 small bottle - each 16.9 fl oz",191.97,0.00,50.85,468.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.38,0.01,0.57,0.00,0.01,51.88,10.38,0.52,20.75,0.10,49.60,0.00,0.00,46.54,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00
2016-5-9,"Pizza, homemade or restaurant, cheese, thin crust","1.06 12"" diameter",1404.16,0.00,0.00,369.54,1.89,3.48,1.75,12.92,2.49,0.53,373.08,2203.16,10.15,30.00,4.06,40.40,1481.85,0.52,10.08,123.82,1.52,1307.18,955.87,117.09,3999.49,8.95,155.28,8.95,122.87,13.43,56.14,129.06,13.85,1.21,9.65,10.93,25.43,1.48,0.66,1.60,3.20,5.40,2.82,1.48,3.24,69.28,2.73,1.34,2.93,3.74
2016-5-9,"Kafa","2.00 full recipe",122.17,0.00,226.22,710.52,0.00,0.00,0.01,2.03,0.01,0.00,0.00,0.00,0.00,0.00,0.17,0.14,31.73,0.08,0.33,30.65,0.12,21.81,255.02,1.06,31.35,0.10,30.42,1.45,0.29,24.99,0.04,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.04,0.01,0.00,0.02,0.88,0.01,0.00,0.01,0.02
2016-5-9,"Caj","1.00 full recipe",51.93,0.00,71.04,354.14,0.00,0.00,0.05,0.00,0.04,0.00,17.76,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.08,10.66,0.78,3.55,131.68,0.08,10.78,0.07,13.56,0.00,0.00,12.48,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-5-9,"Cornbread, homemade","1.00 piece - 3"" x 3""",214.06,0.00,0.00,36.16,0.22,0.27,0.24,1.72,0.35,0.06,60.48,146.62,0.05,22.94,0.38,2.58,130.92,0.04,1.71,13.15,0.13,109.92,92.00,10.67,321.58,0.46,30.47,1.11,23.35,5.97,7.85,46.35,2.88,0.04,0.83,0.88,3.32,0.63,0.10,0.12,0.21,0.48,0.23,0.12,0.26,4.97,0.17,0.05,0.18,0.26
2016-5-9,"Beer","2.81 can - each 12 fl oz",430.00,39.00,0.00,919.60,0.05,0.20,0.25,5.13,0.41,0.46,60.00,0.00,0.00,0.00,0.00,0.00,40.00,0.05,0.20,60.00,0.08,140.00,270.00,6.00,40.00,0.10,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.00,0.00,0.00,0.00
2016-5-28,"Carrot cake, not frosted, homemade","1.00 cup",411.64,0.14,0.00,39.52,0.21,0.16,0.21,1.59,0.37,0.07,40.51,4964.09,1.05,12.32,2.15,41.99,23.41,0.04,1.42,9.85,0.28,58.81,113.51,22.17,265.04,0.38,49.20,1.79,17.37,29.54,22.38,52.80,5.29,1.41,10.79,12.20,3.74,0.11,0.11,0.11,0.20,0.34,0.21,0.10,0.23,4.45,0.20,0.05,0.16,0.22
2016-5-28,"Soup, vegetarian vegetable, canned, prepared with equal volume water","1.00 cup",67.48,,,222.71,0.05,,0.05,0.90,0.34,0.06,9.64,3424.61,1.45,,1.40,5.06,24.10,0.13,1.06,7.23,0.45,33.74,207.26,4.34,814.58,0.46,11.78,0.72,7.28,3.78,1.90,,0.82,0.05,0.66,0.71,0.29,,,,,,,,,2.07,,,,
2016-5-28,"Salad, mixed","10.00 oz",53.86,,,263.93,0.23,0.00,0.06,1.42,0.77,0.34,102.06,418.84,88.17,0.00,1.13,,79.38,0.09,1.73,28.35,0.40,119.07,569.83,0.85,14.17,0.71,7.65,1.42,0.28,7.37,0.85,0.00,0.00,,,0.28,0.28,,,,,,,,,3.97,,,,
2016-5-28,"Morningstar Farms Mushroom Lover's Burger","2.00 patty",222.81,0.00,0.00,84.51,0.07,0.00,0.15,1.32,0.43,0.08,48.86,59.20,5.04,2.36,1.70,0.54,60.99,0.26,1.98,25.03,0.60,152.30,213.06,13.79,442.68,0.84,16.01,1.39,10.43,2.21,11.88,0.00,3.22,0.14,6.33,6.47,1.54,0.03,0.23,0.33,0.62,1.04,0.73,0.23,0.71,14.03,0.51,0.18,0.48,0.70
2016-5-28,"Sweet potato, baked","2.00 large",324.00,0.00,0.00,272.81,0.39,0.00,0.38,5.35,3.18,1.03,21.60,69184.80,70.56,0.00,2.56,8.28,136.80,0.58,2.48,97.20,1.79,194.40,1710.00,0.72,129.60,1.15,74.56,11.88,25.38,23.33,0.54,0.00,0.00,0.01,0.22,0.23,0.12,0.00,0.10,0.14,0.25,0.42,0.30,0.13,0.41,7.24,0.39,0.14,0.16,0.40
2016-5-28,"Gluten free bread","2.00 slice",137.45,0.00,0.00,33.87,0.20,0.00,0.05,1.94,0.53,0.24,21.61,0.00,0.00,0.00,0.68,0.45,13.79,0.06,0.62,32.25,0.71,76.84,75.22,4.74,268.35,0.44,27.47,2.19,21.75,3.50,2.62,0.00,0.99,0.05,0.81,0.87,0.54,0.00,0.04,0.06,0.10,0.18,0.10,0.05,0.12,2.31,0.09,0.03,0.11,0.14
2016-5-28,"Kafa","1.00 full recipe",61.08,0.00,113.11,355.26,0.00,0.00,0.01,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,15.87,0.04,0.16,15.33,0.06,10.91,127.51,0.53,15.68,0.05,15.21,0.73,0.15,12.49,0.02,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.44,0.00,0.00,0.01,0.01
2016-5-28,"Watermelon, raw","0.75 melon (15"" long x 7-1/2"" dia)",1016.55,,,3098.78,1.12,,0.71,6.03,7.49,1.52,101.66,19280.57,274.47,,1.69,3.39,237.20,1.42,8.13,338.85,1.29,372.74,3795.12,13.55,33.89,3.39,255.83,13.55,32.19,210.09,5.08,,1.25,,1.69,1.69,0.54,,0.07,0.20,0.64,0.61,2.10,0.20,0.51,20.67,0.91,0.24,0.41,0.54
2016-5-28,"Onion, white, yellow or red, raw","0.50 large",30.00,0.00,0.00,66.83,0.03,0.00,0.02,0.09,0.09,0.09,14.25,1.50,5.55,0.00,0.02,0.30,17.25,0.03,0.16,7.50,0.10,21.75,109.50,0.38,3.00,0.13,7.01,1.10,0.00,3.18,0.08,0.00,0.01,0.00,0.01,0.01,0.03,0.00,0.00,0.01,0.01,0.02,0.03,0.00,0.02,0.83,0.02,0.01,0.01,0.02
2016-5-28,"White bread, store bought","3.40 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",452.20,0.00,0.00,61.91,0.91,0.00,0.41,8.13,0.91,0.15,188.70,1.70,0.00,0.00,0.37,0.34,244.80,0.17,6.14,39.10,0.91,166.60,214.20,37.40,833.00,1.26,84.01,4.59,63.19,9.64,5.66,0.00,1.02,0.28,2.43,2.72,1.19,0.05,0.26,0.29,0.48,0.91,0.40,0.23,0.65,15.05,0.40,0.16,0.39,0.56
2016-5-28,"Kidney beans, canned, drained","1.69 cup, whole pieces",372.00,0.00,0.00,204.33,0.20,0.00,0.05,1.38,0.62,0.34,84.00,0.00,0.60,0.00,0.08,23.70,171.00,0.82,4.50,90.00,1.15,363.00,831.00,4.80,693.00,2.25,64.47,16.50,36.57,11.40,3.15,0.00,0.09,0.22,0.36,0.58,0.54,0.00,0.23,0.66,1.13,2.03,1.67,0.31,1.41,23.94,0.88,0.29,0.57,1.38
2016-5-29,"Burek","250.00 g",750.00,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,12.00,,,,,,,,,,,,,,,8.00,,,,
2016-5-29,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-5-29,"Croissant, plain","1.00 large",305.12,0.00,0.00,29.06,0.34,0.20,0.27,2.31,0.39,0.04,59.87,566.42,0.04,26.34,0.55,1.57,35.90,0.06,1.75,11.17,0.25,73.60,80.99,14.67,88.58,0.45,31.42,1.20,26.20,4.06,17.61,66.45,4.60,0.08,0.78,0.85,10.77,0.67,0.10,0.13,0.22,0.41,0.21,0.11,0.27,5.40,0.18,0.07,0.19,0.26
2016-5-29,"Kidney beans, canned, drained","1.69 cup, whole pieces",372.00,0.00,0.00,204.33,0.20,0.00,0.05,1.38,0.62,0.34,84.00,0.00,0.60,0.00,0.08,23.70,171.00,0.82,4.50,90.00,1.15,363.00,831.00,4.80,693.00,2.25,64.47,16.50,36.57,11.40,3.15,0.00,0.09,0.22,0.36,0.58,0.54,0.00,0.23,0.66,1.13,2.03,1.67,0.31,1.41,23.94,0.88,0.29,0.57,1.38
2016-5-29,"Onion, white, yellow or red, raw","0.50 large",30.00,0.00,0.00,66.83,0.03,0.00,0.02,0.09,0.09,0.09,14.25,1.50,5.55,0.00,0.02,0.30,17.25,0.03,0.16,7.50,0.10,21.75,109.50,0.38,3.00,0.13,7.01,1.10,0.00,3.18,0.08,0.00,0.01,0.00,0.01,0.01,0.03,0.00,0.00,0.01,0.01,0.02,0.03,0.00,0.02,0.83,0.02,0.01,0.01,0.02
2016-5-29,"White bread, store bought","3.60 Serving (2 medium slice - 4 1/2"" x 4 1/4"" x 1/2"")",478.80,0.00,0.00,65.56,0.96,0.00,0.44,8.60,0.96,0.16,199.80,1.80,0.00,0.00,0.40,0.36,259.20,0.18,6.50,41.40,0.96,176.40,226.80,39.60,882.00,1.33,88.96,4.86,66.91,10.21,5.99,0.00,1.08,0.30,2.57,2.88,1.26,0.05,0.28,0.31,0.50,0.96,0.43,0.24,0.68,15.93,0.42,0.17,0.41,0.59
2016-5-29,"Kafa","2.00 full recipe",122.17,0.00,226.22,710.52,0.00,0.00,0.01,2.03,0.01,0.00,0.00,0.00,0.00,0.00,0.17,0.14,31.73,0.08,0.33,30.65,0.12,21.81,255.02,1.06,31.35,0.10,30.42,1.45,0.29,24.99,0.04,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.04,0.01,0.00,0.02,0.88,0.01,0.00,0.01,0.02
2016-5-29,"Coke","1.00 can - each 12 fl oz",136.31,0.00,36.10,332.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.37,0.00,0.41,0.00,0.01,36.84,7.37,0.37,14.74,0.07,35.22,0.00,0.00,33.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00
2016-5-30,"Bananas, raw","2.00 medium (7"" to 7-7/8"" long)",210.04,,,176.79,0.07,,0.17,1.57,0.79,0.87,47.20,151.04,20.53,,0.24,1.18,11.80,0.18,0.61,63.72,0.64,51.92,844.88,2.36,2.36,0.35,53.90,6.14,12.70,28.86,0.78,,0.08,0.06,0.11,0.17,0.26,,0.02,0.18,0.07,0.16,0.12,0.02,0.12,2.57,0.07,0.02,0.02,0.11
2016-5-30,"Cheese sandwich, with margarine","1.00 sandwich",265.05,0.00,0.00,30.90,0.27,0.43,0.19,2.41,0.39,0.06,57.82,491.50,0.00,85.32,0.56,5.98,369.25,0.06,1.98,18.97,0.28,231.48,101.85,16.73,752.12,1.08,26.10,1.35,18.59,3.51,13.56,28.35,4.00,0.24,1.91,2.17,6.14,0.56,0.11,0.24,0.41,0.75,0.55,0.20,0.46,9.57,0.34,0.11,0.38,0.50
2016-5-30,"Kafa","3.00 full recipe",183.25,0.00,339.34,1065.78,0.00,0.00,0.02,3.05,0.01,0.00,0.00,0.00,0.00,0.00,0.26,0.20,47.60,0.12,0.49,45.98,0.18,32.72,382.53,1.59,47.03,0.14,45.64,2.18,0.44,37.48,0.05,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.02,0.02,0.02,0.05,0.01,0.00,0.03,1.32,0.01,0.00,0.02,0.03
2016-5-30,"Pizza, homemade or restaurant, cheese, thin crust","1.07 FDA Serving Size",421.25,0.00,0.00,110.86,0.57,1.04,0.52,3.87,0.75,0.16,111.92,660.95,3.04,9.00,1.22,12.12,444.55,0.15,3.02,37.14,0.45,392.15,286.76,35.13,1199.85,2.68,46.58,2.68,36.86,4.03,16.84,38.72,4.16,0.36,2.89,3.28,7.63,0.44,0.20,0.48,0.96,1.62,0.84,0.44,0.97,20.78,0.82,0.40,0.88,1.12
2016-5-30,"Alcoholic beverage, beer, regular, all","1.00 can",153.08,13.88,,327.38,0.02,0.07,0.09,1.83,0.15,0.16,21.36,,,,,,14.24,0.02,0.07,21.36,0.03,49.84,96.12,2.14,14.24,0.04,12.64,,,,,,,,,,,,,,,,,,,1.64,,,,
2016-5-30,"Soup, vegetarian vegetable, canned, prepared with equal volume water","1.00 cup",67.48,,,222.71,0.05,,0.05,0.90,0.34,0.06,9.64,3424.61,1.45,,1.40,5.06,24.10,0.13,1.06,7.23,0.45,33.74,207.26,4.34,814.58,0.46,11.78,0.72,7.28,3.78,1.90,,0.82,0.05,0.66,0.71,0.29,,,,,,,,,2.07,,,,
2016-5-30,"Gluten free bread","2.00 slice",137.45,0.00,0.00,33.87,0.20,0.00,0.05,1.94,0.53,0.24,21.61,0.00,0.00,0.00,0.68,0.45,13.79,0.06,0.62,32.25,0.71,76.84,75.22,4.74,268.35,0.44,27.47,2.19,21.75,3.50,2.62,0.00,0.99,0.05,0.81,0.87,0.54,0.00,0.04,0.06,0.10,0.18,0.10,0.05,0.12,2.31,0.09,0.03,0.11,0.14
2016-5-30,"Morningstar Farms Spicy Black Bean Burger","0.71 cup",378.04,0.00,0.00,110.71,0.50,0.01,0.26,1.84,0.60,0.18,227.66,82.13,9.82,0.00,1.68,4.01,115.86,0.44,4.69,110.92,1.36,340.24,746.27,18.36,1043.96,2.22,37.85,11.00,15.37,3.29,11.93,0.00,3.16,0.23,6.09,6.33,1.62,0.03,0.54,0.80,1.39,2.45,1.67,0.55,1.69,32.69,1.19,0.41,1.05,1.57
2016-5-30,"Lettuce, mixed greens","2.00 FDA Serving Size",29.24,0.00,0.00,159.94,0.12,0.00,0.15,0.66,0.45,0.14,183.26,9574.74,17.20,0.00,1.01,328.71,80.92,0.11,1.97,43.52,0.63,53.04,494.36,0.78,49.98,0.64,5.48,3.37,0.03,1.57,0.40,0.00,0.01,0.13,0.07,0.19,0.06,0.00,0.02,0.05,0.12,0.17,0.14,0.04,0.11,2.58,0.10,0.02,0.07,0.13
2016-5-30,"Subway Turkey Breast Sandwich with Veggies, no mayo","1.50 each - 6"" sub",489.20,0.00,0.00,233.78,0.56,0.43,0.44,13.03,1.66,0.58,125.43,848.31,18.03,53.22,0.80,23.02,352.97,0.28,5.04,84.82,1.53,420.25,588.32,50.58,1486.09,2.73,66.14,6.31,43.89,11.90,10.78,57.61,2.66,0.24,2.16,2.44,4.42,0.25,0.34,0.68,1.06,1.83,1.71,0.58,1.03,31.81,0.94,0.30,0.79,1.15
2016-5-31,"Bananas, raw","2.00 medium (7"" to 7-7/8"" long)",210.04,,,176.79,0.07,,0.17,1.57,0.79,0.87,47.20,151.04,20.53,,0.24,1.18,11.80,0.18,0.61,63.72,0.64,51.92,844.88,2.36,2.36,0.35,53.90,6.14,12.70,28.86,0.78,,0.08,0.06,0.11,0.17,0.26,,0.02,0.18,0.07,0.16,0.12,0.02,0.12,2.57,0.07,0.02,0.02,0.11
2016-5-31,"Seitan","3.00 Serving",270.00,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,,,,3.00,,,,,,,,,,,,,,,54.00,,,,
2016-5-31,"Rice, white, long-grain, regular, enriched, cooked","1.50 cup",308.10,,,162.20,0.39,,0.03,3.50,0.92,0.22,137.46,,,,0.09,,23.70,0.16,2.84,28.44,1.12,101.91,82.95,17.78,2.37,1.16,66.76,0.95,65.70,0.12,0.66,,0.21,0.03,0.15,0.18,0.18,,0.13,0.15,0.27,0.53,0.23,0.15,0.34,6.38,0.23,0.07,0.21,0.39
2016-5-31,"Pizza, homemade or restaurant, cheese, thin crust","1.07 FDA Serving Size",421.25,0.00,0.00,110.86,0.57,1.04,0.52,3.87,0.75,0.16,111.92,660.95,3.04,9.00,1.22,12.12,444.55,0.15,3.02,37.14,0.45,392.15,286.76,35.13,1199.85,2.68,46.58,2.68,36.86,4.03,16.84,38.72,4.16,0.36,2.89,3.28,7.63,0.44,0.20,0.48,0.96,1.62,0.84,0.44,0.97,20.78,0.82,0.40,0.88,1.12
2016-5-31,"Soup, vegetarian vegetable, canned, prepared with equal volume water","1.00 cup",67.48,,,222.71,0.05,,0.05,0.90,0.34,0.06,9.64,3424.61,1.45,,1.40,5.06,24.10,0.13,1.06,7.23,0.45,33.74,207.26,4.34,814.58,0.46,11.78,0.72,7.28,3.78,1.90,,0.82,0.05,0.66,0.71,0.29,,,,,,,,,2.07,,,,
2016-5-31,"Chocolate milk, whole","0.40 cup",83.00,0.00,1.00,82.30,0.04,0.33,0.16,0.13,0.30,0.04,5.00,98.00,0.90,51.00,0.07,0.30,112.00,0.07,0.24,13.00,0.08,101.00,167.00,1.90,60.00,0.41,10.34,0.80,0.00,9.54,3.39,12.00,0.99,0.05,0.08,0.12,2.10,0.12,0.02,0.10,0.16,0.30,0.27,0.08,0.16,3.17,0.14,0.04,0.16,0.21
2016-5-31,"Kafa","3.00 full recipe",183.25,0.00,339.34,1065.78,0.00,0.00,0.02,3.05,0.01,0.00,0.00,0.00,0.00,0.00,0.26,0.20,47.60,0.12,0.49,45.98,0.18,32.72,382.53,1.59,47.03,0.14,45.64,2.18,0.44,37.48,0.05,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.02,0.02,0.02,0.05,0.01,0.00,0.03,1.32,0.01,0.00,0.02,0.03
2016-5-31,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",264.33,0.00,0.00,113.03,0.36,0.17,0.24,4.68,0.79,0.16,81.59,558.50,12.02,33.11,0.48,15.29,230.84,0.17,3.06,46.78,1.02,206.60,310.21,24.79,490.11,1.35,42.04,4.20,28.24,6.92,6.04,11.00,1.39,0.14,1.22,1.37,2.62,0.15,0.12,0.17,0.29,0.51,0.33,0.13,0.34,11.09,0.24,0.09,0.22,0.35
2016-5-31,"Rice cake","3.00 regular - 4"" diameter",104.49,0.00,0.00,1.57,0.02,0.00,0.04,2.11,0.27,0.04,5.67,0.00,0.00,0.00,0.33,0.51,2.97,0.12,0.40,35.37,1.01,97.20,78.30,6.64,88.02,0.81,22.01,1.13,20.63,0.24,0.76,0.00,0.28,0.00,0.26,0.27,0.15,0.00,0.03,0.06,0.09,0.18,0.08,0.05,0.11,2.21,0.08,0.03,0.08,0.13
2016-6-1,"Strawberries, fresh","1.72 cup, mashed",128.00,0.00,0.00,363.80,0.10,0.00,0.09,1.54,0.50,0.19,96.00,48.00,235.20,0.00,1.12,8.80,64.00,0.19,1.64,52.00,1.54,96.00,612.00,1.60,4.00,0.56,30.72,8.00,0.16,19.56,1.20,0.00,0.17,0.26,0.36,0.62,0.06,0.00,0.02,0.05,0.06,0.14,0.10,0.01,0.08,2.68,0.08,0.03,0.09,0.08
2016-6-1,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",264.33,0.00,0.00,113.03,0.36,0.17,0.24,4.68,0.79,0.16,81.59,558.50,12.02,33.11,0.48,15.29,230.84,0.17,3.06,46.78,1.02,206.60,310.21,24.79,490.11,1.35,42.04,4.20,28.24,6.92,6.04,11.00,1.39,0.14,1.22,1.37,2.62,0.15,0.12,0.17,0.29,0.51,0.33,0.13,0.34,11.09,0.24,0.09,0.22,0.35
2016-6-1,"Cornbread, homemade","1.00 piece - 3"" x 3""",214.06,0.00,0.00,36.16,0.22,0.27,0.24,1.72,0.35,0.06,60.48,146.62,0.05,22.94,0.38,2.58,130.92,0.04,1.71,13.15,0.13,109.92,92.00,10.67,321.58,0.46,30.47,1.11,23.35,5.97,7.85,46.35,2.88,0.04,0.83,0.88,3.32,0.63,0.10,0.12,0.21,0.48,0.23,0.12,0.26,4.97,0.17,0.05,0.18,0.26
2016-6-1,"Seitan","3.00 Serving",270.00,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,,,,3.00,,,,,,,,,,,,,,,54.00,,,,
2016-6-1,"Soup, vegetarian vegetable, canned, prepared with equal volume water","1.00 cup",67.48,,,222.71,0.05,,0.05,0.90,0.34,0.06,9.64,3424.61,1.45,,1.40,5.06,24.10,0.13,1.06,7.23,0.45,33.74,207.26,4.34,814.58,0.46,11.78,0.72,7.28,3.78,1.90,,0.82,0.05,0.66,0.71,0.29,,,,,,,,,2.07,,,,
2016-6-1,"Kafa","2.00 full recipe",122.17,0.00,226.22,710.52,0.00,0.00,0.01,2.03,0.01,0.00,0.00,0.00,0.00,0.00,0.17,0.14,31.73,0.08,0.33,30.65,0.12,21.81,255.02,1.06,31.35,0.10,30.42,1.45,0.29,24.99,0.04,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.04,0.01,0.00,0.02,0.88,0.01,0.00,0.01,0.02
2016-6-1,"Burek","250.00 g",750.00,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,12.00,,,,,,,,,,,,,,,8.00,,,,
2016-6-1,"Pizza, homemade or restaurant, cheese, thin crust","1.07 FDA Serving Size",421.25,0.00,0.00,110.86,0.57,1.04,0.52,3.87,0.75,0.16,111.92,660.95,3.04,9.00,1.22,12.12,444.55,0.15,3.02,37.14,0.45,392.15,286.76,35.13,1199.85,2.68,46.58,2.68,36.86,4.03,16.84,38.72,4.16,0.36,2.89,3.28,7.63,0.44,0.20,0.48,0.96,1.62,0.84,0.44,0.97,20.78,0.82,0.40,0.88,1.12
2016-6-1,"Lettuce, mixed greens","3.00 cup, chopped",28.38,0.00,0.00,155.26,0.11,0.00,0.14,0.64,0.44,0.14,177.89,9294.29,16.70,0.00,0.98,319.08,78.55,0.11,1.91,42.25,0.61,51.49,479.88,0.76,48.52,0.62,5.32,3.27,0.03,1.52,0.39,0.00,0.01,0.12,0.06,0.19,0.06,0.00,0.02,0.05,0.12,0.17,0.14,0.03,0.11,2.51,0.10,0.02,0.07,0.12
